review_scope,rank_reference,cnpj_fundo,nome_fidc,document_id,document_reference_date,document_url,local_path,pagina_clausula,cedent_originator_explicit,evidence_summary,tipo_anbima_sugerido,foco_anbima_sugerido,tabela_ii_sugerida_documental,taxonomia_funcional_n1_sugerida,taxonomia_funcional_n2_sugerida,reclassification_status,confianca_documental,perimeter_proposal,is_fic_fidc_suggested,manual_validation_reason,reading_method,source_limitations
top20_por_tipo_periodos_2023_2026,18,44770267000133,FIDC - BANCOS EMISSORES DE CARTÃO DE CRÉDITO V - RESPONSABILIDADE LIMITADA,770155,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=44770267000133,data/raw/industry_top20_taxonomy/44770267000133/770155_regulamento.pdf,p. 23,"Candidato textual para validação (p. 98): DEUS, S/N.O, VILA YARA, INSCRITA NO CNPJ/ME SOB O N.O 60.746.948/0001-12, INSTITUICAO FINANCEIRA NA QUAL A CEDENTE MANTEM UMA CONTA CENTRALIZADORA DA CEDENTE; (II) O BANCO CITIBANK S.A. , INSTITUICAO FINANCEIRA COM SEDE NA CIDADE DE SAO PAULO, ESTADO DE SAO PAULO, NA AVENIDA PAULISTA, N.O 1111, 2O ANDAR – PARTE, INSCRITO NO CNPJ/ME SOB O N.O 33.479.023/0001 -80, INSTITUICAO FINANCEIRA NA QUAL A CEDENTE MANTEM UMA CONTA CENTRALIZADORA DA CEDENTE; E/OU (III) QUALQUER OUTRA INSTITUICAO FINANCEIRA QUE VENHA A SER CONTRATADA PELA CEDENTE PARA MANTER UMA CONTA CENTRALIZADORA DA CEDENTE, QUE PODE SER CONTRATADA SEM A NECESSIDADE DE APRO VACAO PELA ASSEMBLEIA DE COTISTAS, DESDE QUE A INSTITUICAO FIN","p. 23: adquirencia - S DE PAGAMENTO GERAM MULTIPLAS RELACOES DE CREDITO, SENDO QUE A MAIS RELEVANTE PARA FINS DA OPERACAO DA CLASSE E O CREDIT O DA STONE (NA QUALIDADE DE CREDENCIADORA) EM FACE DO DEVEDOR; (III) EM DECORRENCIA DO ITEM (II) ACIMA, CADA TRANSACAO DE PAGAMENTO ORIGINA UM OU MAIS DIREITOS CREDITORIOS, DE MODO QUE A STONE PASSA A SER DETENTORA DE DIREITOS CREDITORIOS EM FACE DO DEVEDOR QUE SEJA O EMISSOR DO CARTAO UTILIZADO NA RESPECTIVA TRANSACAO DE PAGAMENTO; E","Agro, Indústria e Comércio",Recebíveis Comerciais,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,potencial_reclassificacao,media,,False,"Validar manualmente o trecho, o papel econômico e a materialidade da carteira antes de aprovar.",leitura integral automatizada de 139 páginas por pypdf,A leitura automatizada localiza famílias de recebíveis e candidatos textuais; a decisão permanece manual. Fonte do arquivo: cache_local_da_execucao. Fotografia ANBIMA: 2025-12-29.
top20_por_tipo_periodos_2023_2026,"6, 10, 9",54979779000168,FIDC ACR BEM BANCOS EMISSORES DE CARTÃO DE CRÉDITO - RESPONSABILIDADE LIMITADA,656484,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=54979779000168,data/raw/industry_top20_taxonomy/54979779000168/656484_regulamento.pdf,p. 28,"Candidato textual para validação (p. 93): E DEUS, S/NO, VILA YARA, INSCRITA NO CNPJ/MF SOB O NO 60.746.948/0001-12, INSTITUICAO FINANCEIRA NA QUAL A CEDENTE MANTEM UMA CONTA CENTRALIZADORA DA CEDENTE; (II) O BANCO CITIBANK S.A. , INSTITUICAO FINANCEIRA COM SEDE NA CIDADE DE SAO PAULO, ESTADO DE SAO PAULO, NA AVENIDA PAULISTA, NO 1111, 2O ANDAR – PARTE, INSCRITO NO CNPJ/MF SOB O NO 33.479.023/0001 -80, INSTITUICAO","p. 28: adquirencia - ES DE PAGAMENTO GERAM MULTIPLAS RELACOES DE CREDITO, SENDO QUE A MAIS RELEVANTE PARA FINS DA OPERACAO DA CLASSE E O CREDITO DA STONE (NA QUALIDADE DE CREDENCIADORA) EM FACE DO DEVEDOR; (III) EM DECORRENCIA DO SUBITEM (II) ACIMA, CADA TRANSACAO DE PAGAMENTO ORIGINA UM OU MAIS DIREITOS CREDITORIOS, DE MODO QUE A STONE PASSA A SER TITULAR DE DIREITOS CREDITORIOS EM FACE DO DEVEDOR QUE SEJA O EMISSOR DO CARTAO UTILIZADO NA RESPECTIVA TRANSACAO DE PAGAMENTO; E (IV) A CLASSE, PORTANTO, IRA ADQU","Agro, Indústria e Comércio",Recebíveis Comerciais,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,potencial_reclassificacao,media,,False,"Validar manualmente o trecho, o papel econômico e a materialidade da carteira antes de aprovar.",leitura integral automatizada de 129 páginas por pypdf,A leitura automatizada localiza famílias de recebíveis e candidatos textuais; a decisão permanece manual. Fonte do arquivo: cache_local_da_execucao. Fotografia ANBIMA: 2025-12-29.
top20_por_tipo_periodos_2023_2026,7,57532556000146,FIDC BV AUTO I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,966587,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=57532556000146,data/raw/industry_top20_taxonomy/57532556000146/966587_regulamento.pdf,"p. 46, p. 13",N/D,"p. 46: npl_recuperacao - LUIRA A ARRECADACAO, O RECEBIMENTO ORDINARIO E EXTRAORDINARIO, A COBRANCA JUDICIAL E EXTRAJUDICIAL DESTES, EM CONFORMIDADE COM AS FASES DE COBRANCA E RECUPERACAO DE CREDITO CONSTANTES NO RESPECTIVO CCCB. 6.4.1. O PAGAMENTO DOS DIREITOS CREDITORIOS SERA REALIZADO PELOS DEVEDORES POR MEIO DE BOLETOS EMITIDOS PELO EMITENTE, COM DIRECIONAMENTO DOS PAGAMENTOS A CONTA ARRECADADORA DA CLASSE A, SENDO OS VALORES DOS PAGAMENTOS POSTERIORMENTE TRANSFERIDOS, PELO CUSTODIANTE, PARA A CONTA DA CLASSE A. 6.5. O | p. 13: veiculos - UER PARTES INCLUEM SEUS SUCESSORES, REPRESENTANTES E CESSIONARIOS AUTORIZADOS; E (F) TODAS AS REFERENCIAS A CLASSE A ALCANCAM O FUNDO, E VICE-VERSA. “ALIENACAO FIDUCIARIA”: SIGNIFICA UMA ALIENACAO FIDUCIARIA SOBRE VEICULO AUTOMOTOR FINANCIADO, CONSTITUIDA EM FAVOR DO EMITENTE, NA QUALIDADE DE TITULAR ORIGINAL DE UMA CCB, DE ACORDO COM OS PROCEDIMENTOS DEFINIDOS NA RESOLUCAO CONTRAN NO 807, E DEVIDAMENTE REGISTRADA JUNTO A UM DEPARTAMENTO DE TRANSITO; “ALOCACAO MINIMA”: SIGNIFICA A ALOCACAO DE, AO MENOS, 50% (CINQUENTA POR CENTO) DO PATRIMONIO LI",,,,,,ambigua,baixa,,False,O regulamento contém mais de uma família de recebíveis; selecionar uma categoria exige leitura manual e avaliação de materialidade.,leitura integral automatizada de 120 páginas por pypdf,A leitura automatizada localiza famílias de recebíveis e candidatos textuais; a decisão permanece manual. Fonte do arquivo: cache_local_da_execucao. Fotografia ANBIMA: 2025-12-29.
top20_por_tipo_periodos_2023_2026,"1, 1, 1, 1",09195235000150,FIDC DO SISTEMA PETROBRAS,792797,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=09195235000150,data/raw/industry_top20_taxonomy/09195235000150/792797_regulamento.pdf,p. 17,N/D,"p. 17: recebiveis_comerciais -  AQUI DORAVANTE DESIGNADO DE FORMA ABREVIADA CLASSE. PARAGRAFO UNICO - O FUNDO E UMA COMUNHAO DE RECURSOS DESTINADO PREPONDERANTEMENTE A AQUISICAO DE DIREITOS CREDITORIOS PERFORMADOS E/OU NAO - PERFORMADOS ORIGINARIOS DE OPERACOES REALIZADAS POR EMPRESAS DO SISTEMA PETROBRAS NOS SEGMENTOS INDUSTRIAL, COMERCIAL E DE PRESTACAO DE SERVICOS. O FUNDO PODERA ADQUIRIR DIREITOS CREDITORIOS DE EXISTENCIA FUTURA E MONTANTE DESCONHECIDO, EMERGENTES DE RELACOES JURIDICAS JA CONSTITUIDAS, OU QUE VENHAM A SER CONSTITUIDAS FUTURAMENTE. ARTIGO 2° - A CLASSE E CONSTITUIDA SOB O REGIME ABERTO, DE MODO QUE AS SUAS COTAS PODEM SER RESGATADAS A QUALQUER TEMPO, OBSERVADOS OS PRAZOS","Agro, Indústria e Comércio",Recebíveis Comerciais,Comercial,Crédito PJ,Recebíveis comerciais/multissetorial,potencial_reclassificacao,media,,False,"Validar manualmente o trecho, o papel econômico e a materialidade da carteira antes de aprovar.",leitura integral automatizada de 46 páginas por pypdf,A leitura automatizada localiza famílias de recebíveis e candidatos textuais; a decisão permanece manual. Fonte do arquivo: cache_local_da_execucao. Fotografia ANBIMA: 2025-12-29.
top20_por_tipo_periodos_2023_2026,"3, 3, 4, 4",11230727000181,FIDC GM - VENDA DE VEÍCULOS,700587,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=11230727000181,data/raw/industry_top20_taxonomy/11230727000181/700587_regulamento.pdf,"p. 48, p. 14","Candidato textual para validação (p. 14): NTE CONTRATADA(S) PEL A CLASSE PARA A PRESTACAO DE SERVICOS DE COBRANCA BANCARIA, NOS TERMOS DO ITEM 7.3 DO PRESENTE ANEXO E DO CONTRATO DE COBRANCA. CEDENTE GENERAL MOTORS DO BRASIL LTDA. CNPJ CADASTRO NACIONAL DA PESSOA JURIDICA.","p. 48: precatorios_judicial - ANTO A DURACAO DE SEUS INVESTIMENTOS N A CLASSE, TENDO EM VISTA A MANUTENCAO DA REGULARIDADE DAS OPERACOES DO CEDENTE E DE SUA CAPACIDADE DE ORIGINAR DIREITOS CREDITORIOS E VENDER A CLASSE OS DIREITOS CREDITORIOS QUE CUMPRAM COM A POLITICA DE INVESTIMENTO. 12.15. RISCO DE LITIGIO. O CEDENTE E ATUALMENTE PARTE EM DIVERSAS ACOES JUDICIAIS E PROCEDIMENTOS ADMINISTRATIVOS. ALEM DISSO, O CEDENTE PODE, NO FUTURO, ESTAR SUJEITO A OUTRAS ACOES OU RECLAMACOES RELACIONADAS A SU AS ATIVIDADES. UMA EVENTUAL DECISAO DESFAVORAVEL NAS ACOES ATUALMENTE EM CURSO E/OU EM ACOES JUDICIAIS OU RECLAMACOES QUE EVENTUALMENTE V | p. 14: recebiveis_comerciais - OTAS EMITIDAS PELO FUNDO, INDEPENDENTEMENTE DA CLASSE OU DA SUBCLASSE , SE APLICAVEL E CONFORME O CASO. ATIVOS DA CLASSE SIGNIFICA, CONJUNTAMENTE, OS DIREITOS CREDITORIOS CEDIDOS E OS INVESTIMENTOS PERMITIDOS DETIDOS PELA CLASSE (CONFORME APLICAVEL). BACEN BANCO CENTRAL DO BRASIL BANCO DE COBRANCA SIGNIFICA A(S) INSTITUICAO(OES) FINANCEIRA(S) DEVIDAMENTE CONTRATADA(S) PEL A CLASSE PARA A PRESTACAO DE SERVICOS DE COBRANCA BANCARIA, NOS TERMOS DO ITEM 7.3 DO PRESENTE ANEXO E DO CONTRATO DE COBRANCA. CEDENTE GENERAL MOTORS DO BRASIL LTDA. CNPJ CADASTRO NACIONAL DA PESSOA JURIDICA.",,,,,,ambigua,baixa,,False,O regulamento contém mais de uma família de recebíveis; selecionar uma categoria exige leitura manual e avaliação de materialidade.,leitura integral automatizada de 71 páginas por pypdf,A leitura automatizada localiza famílias de recebíveis e candidatos textuais; a decisão permanece manual. Fonte do arquivo: cache_local_da_execucao. Fotografia ANBIMA: 2025-12-29.
top20_por_tipo_periodos_2023_2026,"10, 19, 19",26405883000103,FIDC MULTISEGMENTOS NPL IPANEMA VI RESPONSABILIDADE LIMITADA,787165,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=26405883000103,data/raw/industry_top20_taxonomy/26405883000103/787165_regulamento.pdf,"p. 10, p. 1, p. 12","Candidato textual para validação (p. 40): .BRA@APEXGROUP.COM FALE CONOSCO: FALECONOSCO.BRA@APEXGROUP.COM 40 “CARTEIRA” TEM O SIGNIFICADO QUE LHE E ATRIBUIDO NO ITEM 3.4(I) DESTE REGULAMENTO. “CEDENTES” SAO TODAS AS PESSOAS FISICAS OU JURIDICAS QUE CEDEM OS DIREITOS CREDITORIOS AO FUNDO, NOS TERMOS DOS RESPECTIVOS CONTRATOS DE CESSAO. “CMN” E O CONSELHO MONETARIO NACIONAL. “CNPJ” SIGNIFICA O CADASTRO NACIONAL DAS PESSOAS JURIDICAS, MANTIDO PELO MINISTERIO DA FAZENDA. “CODIGO CIVIL” SIGNIFICA A LEI NO 10.406, DE 10 DE JANEIRO DE 2002, CONFORME ALTERADA. “CONTA DO FUNDO” E A CONTA CORRENTE DO FUNDO ABERTA JUNTO AO CUSTODIANTE E QUE SERA UTILIZADA PARA TODAS AS MOVIMENTACOES DE RECURSOS PELO FUNDO, INCLUSIVE PARA RECEBIMENTO DA TOTALIDADE DOS R","p. 10: precatorios_judicial - 66 0200 | E-MAIL: OUVIDORIA.BRA@APEXGROUP.COM CANAL DE DENUNCIAS: CANALDENUNCIAS.BRA@APEXGROUP.COM FALE CONOSCO: FALECONOSCO.BRA@APEXGROUP.COM 10 POR PRECATORIOS EMITIDOS EM VIRTUDE DE EXECUCAO DE SENTENCAS RESPECTIVAS (“PRECATORIOS”); (B) DE VALORES DE CREDITO DETIDOS CONTRA PESSOAS JURIDICAS DE DIREITO PUBLICO, DA ADMINISTRACAO DIRETA OU INDIRETA, FEDERAL, ESTADUAL OU MUNICIPAL, INCLUSIVE AUTARQUIAS, CONSTITUIDOS POR SENTENCAS TRANSITADAS EM JULGADO PROTOCOLADAS, COM OS RESPECTIVOS CA | p. 1: npl_recuperacao - ENUNCIAS.BRA@APEXGROUP.COM FALE CONOSCO: FALECONOSCO.BRA@APEXGROUP.COM 1 REGULAMENTO DO “FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISEGMENTOS NPL IPANEMA VI RESPONSABILIDADE LIMITADA” DATADO DE DE 22 DE NOVEMBRO DE 2024 DOCUSIGN ENVELOPE ID: 67A57DDA-434E-4672-AF21-5E234787D24A | p. 12: imobiliario - (FIDC), CERTIFICADOS DE RECEBIVEIS IMOBILIARIOS (CRIS), NOTAS PROMISSORIAS COMERCIAIS (COMMERCIAL PAPERS), CEDULAS DE PRODUTO RURAL (CPRS), CELULA DE CREDITO IMOBILIARIO (CCIS), DERIVATIVOS DE CREDITO, ACOES, DENTRE OUTROS TITULOS DE DIVIDA PRIVADA, UTILIZANDO-SE COM O OBJETIVO DE BUSCAR RETORNOS SUPERIORES A VARIACAO DAS TAXAS DE CDI NO LONGO PRAZO; E (V) COTAS DE FUNDOS DE INVESTIMENTO FINANCEIROS (FIF’S) E FUNDOS DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS (FICFIF’S) CLASSIFICADOS CO",,,,,,ambigua,baixa,,False,O regulamento contém mais de uma família de recebíveis; selecionar uma categoria exige leitura manual e avaliação de materialidade.,leitura integral automatizada de 45 páginas por pypdf,A leitura automatizada localiza famílias de recebíveis e candidatos textuais; a decisão permanece manual. Fonte do arquivo: cache_local_da_execucao. Fotografia ANBIMA: 2025-12-29.
top20_por_tipo_periodos_2023_2026,"14, 15, 20, 15",07727002000126,FIDC PCG - BRASIL MULTICARTEIRA,790453,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=07727002000126,data/raw/industry_top20_taxonomy/07727002000126/790453_regulamento.pdf,"p. 13, p. 14, p. 14",N/D,"p. 13: precatorios_judicial - OS REFERIDOS ACIMA, (B) ORIUNDOS DE ORDENS JUDICIAIS DE PAGAMENTO DE QUANTIAS DEVIDAS POR ENTES DA ADMINISTRACAO PUBLICA DIRETA OU INDIRETA, OU SEJA, PRECATORIOS JUDICIAIS, (C) OUTROS QUE SEJAM PERMITIDOS PELA REGULAMENTACAO VIGENTE, INCLUINDO, MAS NAO SE LIMITANDO, AQUELES ORIUNDOS DE ATIVIDADE BA NCARIA, INDUSTRIAL, MERCANTIL OU AGROPECUARIA, A VENCER, FUTUROS OU JA FORMALMENTE CONSTITUIDOS, SEM QUALQUER TIPO DE LIMITACAO QUANTO A ORIGEM DO DIREITO DE CREDITO, DOS CEDENTES (” DIREITOS | p. 14: ccb_capital_giro - E DOS DIREITOS DE CREDITO SERAO CONTRATOS CELEBRADOS ENTRE OS CEDENTES E SEUS CLIENTES E/OU GARANTIDORES (“DEVEDORES”), QUE INCLUIRAO, SEM LIMITACAO, CEDULAS DE CREDITO BANCARIO, NOTAS FISCAIS, ESCRITURAS DE DEBENTURES , ENTRE OUTROS , BEM COMO OS DOCUMENTOS SUFICIENTES A COMPROVACAO DA EXISTENCIA, VALIDADE E COBRANCA DOS DIREITOS DE CREDITO, INCLUSIVE, A NOTAS PROMISSORIAS E OUTROS TITULOS ENTREGUES EM GARANTIA, BEM COMO DOCUMENTOS QUE FORMALIZAM GARANTIAS OUTORGADAS PELOS DEVEDORES E/OU TERCEIROS, NO | p. 14: credito_corporativo -  OS CEDENTES E SEUS CLIENTES E/OU GARANTIDORES (“DEVEDORES”), QUE INCLUIRAO, SEM LIMITACAO, CEDULAS DE CREDITO BANCARIO, NOTAS FISCAIS, ESCRITURAS DE DEBENTURES , ENTRE OUTROS , BEM COMO OS DOCUMENTOS SUFICIENTES A COMPROVACAO DA EXISTENCIA, VALIDADE E COBRANCA DOS DIREITOS DE CREDITO, INCLUSIVE, A NOTAS PROMISSORIAS E OUTROS TITULOS ENTREGUES EM GARANTIA, BEM COMO DOCUMENTOS QUE FORMALIZAM GARANTIAS OUTORGADAS PELOS DEVEDORES E/OU TERCEIROS, NOTIFICACOES JUDICIAIS E NOTIFICACOES EXTRA",,,,,,ambigua,baixa,,False,O regulamento contém mais de uma família de recebíveis; selecionar uma categoria exige leitura manual e avaliação de materialidade.,leitura integral automatizada de 59 páginas por pypdf,A leitura automatizada localiza famílias de recebíveis e candidatos textuais; a decisão permanece manual. Fonte do arquivo: cache_local_da_execucao. Fotografia ANBIMA: 2025-12-29.
top20_por_tipo_periodos_2023_2026,12,63662224000189,FIDC SANTANDER AUTO LOANS I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,1240697,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=63662224000189,data/raw/industry_top20_taxonomy/63662224000189/1240697_regulamento.pdf,"p. 88, p. 51, p. 15",N/D,"p. 88: adquirencia - NOTAS PROMISSORIAS, CHEQUES E OUTROS TITULOS MERCANTIS E OS FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS QUE LIQUIDEM ANTECIPADAMENTE RECEBIVEIS DE ARRANJOS DE PAGAMENTO, CASO NAO FOSSEM CLASSIFICADOS COMO ENTIDADES DE INVESTIMENTO. ESTES FUNDOS SERIAM CONTRIBUINTES DO IBS E DA CBS. CONTUDO, O DISPOSITIVO QUE PREVIA QUE OS FUNDOS DE INVESTIMENTO EM GERAL NAO SERIAM CONTRIBUINTES DO IBS E DA CBS FOI VETADO PELA PRESIDENCIA DA REPUBLICA. DESSE MODO, NAO HA CLAREZA QUANTO A INCIDENCIA DO IBS E DA  | p. 51: npl_recuperacao - LUIRA A ARRECADACAO, O RECEBIMENTO ORDINARIO E EXTRAORDINARIO, A COBRANCA JUDICIAL E EXTRAJUDICIAL DESTES, EM CONFORMIDADE COM AS FASES DE COBRANCA E RECUPERACAO DE CREDITO CONSTANTES NO RESPECTIVO CCCB. 6.8.1. O PAGAMENTO DOS DIREITOS CREDITORIOS SERA REALIZADO PELOS DEVEDORES POR MEIO DE (I) BOLETOS EMITIDOS PELO EMITENTE; E/OU (II) DEBITO EM CONTA CORRENTE DE TITULARIDADE DO RESPECTIVO DEVEDOR , SENDO CERTO QUE TAIS PAGAMENTOS SERAO DIRECIONADOS A CONTA ARRECADADORA E TRANSFERIDOS DIARIAMENTE A | p. 15: veiculos - UER PARTES INCLUEM SEUS SUCESSORES, REPRESENTANTES E CESSIONARIOS AUTORIZADOS; E (F) TODAS AS REFERENCIAS A CLASSE A ALCANCAM O FUNDO, E VICE-VERSA. “ALIENACAO FIDUCIARIA”: SIGNIFICA UMA ALIENACAO FIDUCIARIA SOBRE VEICULO AUTOMOTOR FINANCIADO, CONSTITUIDA EM FAVOR DO EMITENTE, NA QUALIDADE DE TITULAR ORIGINAL DE UMA CCB, DE ACORDO COM OS PROCEDIMENTOS DEFINIDOS NA RESOLUCAO CONTRAN NO 807, E DEVIDAMENTE REGISTRADA JUNTO A UM DEPARTAMENTO DE TRANSITO; “ALOCACAO MINIMA”: SIGNIFICA A ALOCACAO SUPERIOR A 50% (CINQUENTA POR CENTO) DO PATRIMONIO LIQUI",,,,,,ambigua,baixa,,False,O regulamento contém mais de uma família de recebíveis; selecionar uma categoria exige leitura manual e avaliação de materialidade.,leitura integral automatizada de 136 páginas por pypdf,A leitura automatizada localiza famílias de recebíveis e candidatos textuais; a decisão permanece manual. Fonte do arquivo: cache_local_da_execucao. Fotografia ANBIMA: 2025-12-29.
top20_por_tipo_periodos_2023_2026,"12, 6, 11, 16",06182371000118,FOR-TE FIDC,950121,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=06182371000118,data/raw/industry_top20_taxonomy/06182371000118/950121_regulamento.pdf,p. 22,"Candidato textual para validação (p. 66): ANEXO DA CLASSE UNICA DE INVESTIMENTO DO FOR-TE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS – CNPJ/MF N° 06.182.371/0001-18 – VIGENTE EM 21.07.2025. 66 ANEXO A POLITICA DE CONCESSAO DE CREDITO ADOTADA PELOS CEDENTES FORNECEDORES NO PROCESSO DE ORIGINACAO DOS DIREITOS CREDITORIOS, OS DEPARTAMENTOS DE ANALISE DE CREDITO DOS CEDENTES/FORNECEDORES DEVERAO ANALISAR OS SEGUINTES DOCUMENTOS E INFORMACOES QUE LHES SERAO FORNECIDAS PELOS SACADOS TELEFONICA, NA QUALIDADE DE SACADOS DOS DIREITOS CREDITORIOS A SEREM CEDIDOS AO FUNDO: • COPIA DO ESTAT","p. 22: recebiveis_comerciais - S PARA ASSEGURA -LOS, E ADOTANDO AS MEDIDAS JUDICIAIS, EXTRAJUDICIAIS E ARBITRAIS CABIVEIS. 6.2. FOI CONTRATADA PELO GESTOR, POR MEIO DO “CONTRATO DE PRESTACAO DE SERVICOS DE CONSULTORIA” (“CONTRATO DE CONSULTORIA ”) PARA REALIZAR O SERVICO DE CONSULTORIA ESPECIALIZADA, OBJETIVANDO EXCLUSIVAMENTE A ANALISE E SELECAO DE DIREITOS CREDITORIOS PARA INTEGRAREM A CARTEIRA DO FUNDO, A TELEFONICA FACTORING DO BRASIL LTDA., COM SEDE","Agro, Indústria e Comércio",Recebíveis Comerciais,Comercial,Crédito PJ,Recebíveis comerciais/multissetorial,potencial_reclassificacao,media,,False,"Validar manualmente o trecho, o papel econômico e a materialidade da carteira antes de aprovar.",leitura integral automatizada de 77 páginas por pypdf,A leitura automatizada localiza famílias de recebíveis e candidatos textuais; a decisão permanece manual. Fonte do arquivo: cache_local_da_execucao. Fotografia ANBIMA: 2025-12-29.
top20_por_tipo_periodos_2023_2026,"4, 5",40906116000109,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CIELO EMISSORES II,908304,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=40906116000109,data/raw/industry_top20_taxonomy/40906116000109/908304_regulamento.pdf,p. 33,N/D,"p. 33: adquirencia - TOS CREDITORIOS OFERTADOS E PREVIAMENTE APROVADOS NAS VERIFICACOES DO CUSTODIANTE E DO BANCO LIQUIDANTE, OBSERVADO O DISPOSTO NO CONTRATO DE CESSAO. “ARRANJO DE PAGAMENTO” SIGNIFICA O CONJUNTO DE REGRAS E PROCEDIMENTOS ESTABELECIDOS PELA BANDEIRA VISA QUE DISCIPLINA A PRESTACAO DE DETERMINADO SERVICO DE PAGAMENTO AO PUBLICO, TAIS COMO AS ATIVIDADES DE EMISSAO DE INSTRUMENTOS DE PAGAMENTO E O CREDENCIAMENTO DE ESTABELECIMENTO S CREDENCIADOS, BEM COMO DEFINE O USO DE PADROES OPERACIONAIS E DE SEGU","Agro, Indústria e Comércio",Recebíveis Comerciais,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,potencial_reclassificacao,media,,False,"Validar manualmente o trecho, o papel econômico e a materialidade da carteira antes de aprovar.",leitura integral automatizada de 131 páginas por pypdf,A leitura automatizada localiza famílias de recebíveis e candidatos textuais; a decisão permanece manual. Fonte do arquivo: cache_local_da_execucao. Fotografia ANBIMA: 2025-12-29.
top20_por_tipo_periodos_2023_2026,9,24761946000139,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CREDZ,559347,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=24761946000139,data/raw/industry_top20_taxonomy/24761946000139/559347_regulamento.pdf,"p. 29, p. 16","Candidato textual para validação (p. 84): TOES CREDZ, INCLUINDO CARTOES EMITIDOS EM SUBSTITUICAO AOS JA EMITIDOS OU CARTOES ADICIONAIS, DESDE QUE REGIDOS PELO MESMO CONTRATO DO CARTAO CREDZ. “CEDENTE” A CREDZ ADMINISTRADORA DE CARTOES S.A.., SOCIEDADE COM SEDE NA CIDADE DE SAO PAULO, ESTADO DE SAO PAULO, NA AVENIDA BRIGADEIRO FARIA LIMA, 1309, 11O ANDAR, INSCRITA NO CNPJ SOB O NO 12.109.247/0001-20.","p. 29: adquirencia -  CASO NAO VENHA A SER NOTIFICADA DA OCORRENCIA DO REFERIDO EVENTO DE VENCIMENTO ANTECIPADO DA CREDZ PELO CEDENTE OU POR TERCEIROS. 9.5.7 APROVACAO DO ARRANJO DE PAGAMENTOS E DA INSTITUICAO DE PAGAMENTOS – O CEDENTE E UM INSTITUIDOR DE ARRANJO DE PAGAMENTOS E TAMBEM INSTITUICAO DE PAGAMENTOS, NOS TERMOS DA LEI NO 12.865, DE 9 DE OUTUBRO DE 2013. CONSIDERANDO OS VOLUMES DE TRANSACOES DO ARRANJO DE PAGAMEN TOS INSTITUIDO PELO CEDENTE ( BANDEIRA CREDZ), NEM O ARRANJO DE PAGAMENTOS NEM O CEDENTE INTE | p. 16: npl_recuperacao - DIREITOS E OBRIGACOES; E (B) ESCOLHER E SELECIONAR OS (1) ESCRITORIOS DE ADVOCACIA E/OU EMPRESAS PRESTADORAS DE SERVICOS ESPECIALIZADAS EM COBRANCA E RECUPERACAO DE CREDITOS, E (2) AS INSTITUICOES FINANCEIRAS PARA EMISSAO DE BOLETOS DE COBRANCA AOS DEVEDORES DOS DIREITOS CREDITORIOS CEDIDOS AO FUNDO, DE MODO A FACILITAR OS PAGAMENTOS. 8.6.2 OS PAGAMENTOS REFERENTES AOS DIREITOS CREDITORIOS VENCIDOS E NAO PAGOS REALIZADOS PELOS DEVEDORES, BEM COMO OS PAGAMENTOS DOS RECURSOS OBTIDOS PARA QUITACAO DAS",,,,,,ambigua,baixa,,False,O regulamento contém mais de uma família de recebíveis; selecionar uma categoria exige leitura manual e avaliação de materialidade.,leitura integral automatizada de 137 páginas por pypdf,A leitura automatizada localiza famílias de recebíveis e candidatos textuais; a decisão permanece manual. Fonte do arquivo: cache_local_da_execucao. Fotografia ANBIMA: 2025-12-29.
