review_id,cnpj_fundo,fundo,participant_type,tipo_participante,razao_social,nome_fantasia,cnpj_participante,grupo_economico,setor,segmento,status_revisao,ativo_curadoria,periodo_prioritario,review_event_count,last_review_at_utc,last_review_field,last_review_source,score_confianca_final,score_confianca,n_evidencias,metodo_extracao,documento_origem,pagina,source_cache,evidencia,fonte_nome,fonte_cnpj,notas,setor_auto,segmento_auto,cnpj_raiz,cnae_fiscal,cnae_descricao,cnae_secao,natureza_juridica,porte,situacao_cadastral,data_inicio_atividade,uf_participante,municipio_participante,registry_provider,registry_source_url,registry_fetched_at_utc,fonte_setor,candidate_status,relation_strength,relation_cue,exclusion_reason,fund_name_final,administrador,gestor,custodiante,first_offer_year,emission_cohort,emitted_2024,emitted_2025,volume_2024_brl,volume_2025_brl,volume_2026_brl,valid_volume_2024_brl,valid_volume_2025_brl,valid_volume_2026_brl,pl_atual_brl,has_regulatory_matrix,latest_regulamento_date,competencia,admin_nome,gestor_nome,custodiante_nome,segmento_principal,pl,carteira_dc,cotistas,cnpj_cedente,cedent_name_document,cedent_name,cedent_key,current_pl_brl,issuance_2024_2026_brl,confidence,fractional_current_pl_brl,fractional_issuance_brl
db2478dd6495d80c,10756703000106,KOBOLD H FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,cedente_originador,cedente/originador,UY3 SOCIEDADE DE CREDITO DIRETO S/A,UY3,39587424000130,,"Atividades financeiras, seguros e serviços relacionados",Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,pendente,True,2025-2026 YTD,0,,,,0.95,0.95,1,role_group_definition_page_v1,1167306_regulamento_regulamento_1167306_2026-04-20_2026-04-20.pdf,13.0,data/industry_study/document_text_cache/doc-0001/cf32feb43af5d5dc.json.gz,"13 “Encargos do Fundo” As despesas e encargos do Fundo, conforme descritas no Capítulo 18 deste Regulamento. “Endossante” Significa a UY3 SOCIEDADE DE CRÉDITO DIRETO S.A., instituição financeira com sede na Avenida Doutor Nilo Peçanha, nº 1.221, sala 1302, CEP 91330 -000, na cidade de Porto Alegre, Estado do Rio Grande do Sul, inscrita no CNPJ sob o nº 39.587.424/0001-30. “Entidade Registradora” Entidade registradora autorizada pelo BACEN contratada pela Administradora, em nome do Fundo, para realizar o registro do",cnpj_registry,extracao_automatica,,"Atividades financeiras, seguros e serviços relacionados",Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,39587424.0,6619399.0,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,K,Sociedade Anônima Fechada,DEMAIS,2.0,2020-10-26,RS,PORTO ALEGRE,BrasilAPI/CNPJ,https://brasilapi.com.br/api/cnpj/v1/39587424000130,2026-07-10T01:33:16+00:00,cnpj_registry,accepted,explicit,named_group_definition,,KOBOLD H FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,KOBOLD GESTORA DE FUNDOS LTDA,BANCO FINAXIS S.A.,2025.0,2025FY,0.0,1.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,212469813.24,1,2026-04-20,2026-05,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,KOBOLD GESTORA DE FUNDOS LTDA,BANCO FINAXIS S.A.,Industrial,229843113.11,157053370.2,9.0,39587424000130,UY3,UY3,39587424000130,229843113.11,10000000.0,0.95,229843113.11,10000000.0
06361d991bed4921,66193864000185,,cedente_originador,cedente/originador,SEA BRAZIL IMPORTACAO E EXPORTACAO LTDA,,09388688000284,,Comércio e reparação de veículos,Comércio atacadista de tecidos,pendente,True,histórico,0,,,,0.95,0.95,1,role_cnpj_page_context_v2,1207530_regulamento_regulamento_1207530_2026-05-29.pdf,10.0,data/industry_study/document_text_cache/doc-0112/d6987ae8cdba00a6.json.gz,"ÃO E EXPORTAÇÃO LTDA., inscrita no CNPJ sob o nº 27.700.259/0001-00, TEXTIL BRASIL IMPORTAÇÃO E EXPORTAÇÃO DE ARTIGOS DO VESTUARIO LTDA., inscrita no CNPJ sob o nº 06.091.541/0002-30, e SEA BRAZIL IMPORTA ÇÃO E EXPORTA ÇÃO LTDA., inscrita no CNPJ sob o nº 09.388.688/0002-84 que atua rão como cedentes para a Classe (“Cedente(s)”). 3.7. A política de originação e de concessão de crédito tem como objetivo assegurar a uniformidade e o direcionamento nas decisões sobre concessão de crédito, formalização das operações, a",cnpj_registry,extracao_automatica,,Comércio e reparação de veículos,Comércio atacadista de tecidos,9388688.0,4641901.0,Comércio atacadista de tecidos,G,Sociedade Empresária Limitada,DEMAIS,2.0,2009-09-04,SC,ITAJAI,BrasilAPI/CNPJ,https://brasilapi.com.br/api/cnpj/v1/09388688000284,2026-07-10T04:50:54+00:00,cnpj_registry,accepted,explicit,role_after_cnpj_qualifier,,,OLIVEIRA TRUST DTVM S.A.,AWR GESTÃO DE RECURSOS LTDA.,OLIVEIRA TRUST DTVM S.A.,,,,,,,,0.0,0.0,0.0,,0,,2026-05,OLIVEIRA TRUST DTVM S.A.,AWR GESTÃO DE RECURSOS LTDA.,OLIVEIRA TRUST DTVM S.A.,Financeiro,3808327.44,3665398.22,1.0,09388688000284,SEA BRAZIL IMPORTACAO E EXPORTACAO LTDA,SEA BRAZIL IMPORTACAO E EXPORTACAO LTDA,09388688000284,3808327.44,0.0,0.95,1904163.72,0.0
a5ed050e3c1690e1,26405893000149,FIDC RECEBÍVEIS RODOANEL TRECHO OESTE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,cedente_originador,cedente/originador,significa ENCALSO CONSTRUÇÕES LTDA,,55333769000113,,,,pendente,True,histórico,0,,,,0.95,0.95,1,role_group_definition_page_v1,824037_regulamento_regulamento_824037_2025-01-22_2025-01-22.pdf,53.0,data/industry_study/document_text_cache/doc-0001/c3b1399302216ce9.json.gz,"51 XIII. “Cedente”: significa ENCALSO CONSTRUÇÕES LTDA., sociedade limitada com sede na Cidade de São Paulo, Estado de São Paulo, na Praça Dom José Gaspar, nº 134, 4º andar, cj. 43, Centro, inscrita no CNPJ sob o nº 55.333.769/0001-13; XIV. “Classe”: significa a Classe I – Responsabilidade Limitada do Fundo de Investimento em Direitos Creditórios Recebíveis do Rodoanel – Trecho Oeste, nos termos do presente Anexo; XV. “CNPJ”: significa o Cadastro Nacional da Pessoa Jurídica do Min",extracao_automatica,extracao_automatica,,,,,,,,,,,,,,,,,,accepted,explicit,named_group_definition,,FIDC RECEBÍVEIS RODOANEL TRECHO OESTE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,QUADRA GESTÃO DE RECURSOS S.A.,,2024.0,2024FY,1.0,1.0,668999.58,0.0,0.0,668999.58,0.0,0.0,171213880.45,1,2025-01-22,,,,,,,,,55333769000113,significa ENCALSO CONSTRUÇÕES LTDA,ENCALSO,55333769000113,171213880.45,668999.58,0.95,171213880.45,668999.58
cc905c3c3297d0ed,65839682000176,FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS PICPAY FGTS II DE RESPONSABILIDADE LIMITADA,cedente_originador,cedente/originador,PICPAY BANK - BANCO MULTIPLO S.A.,,09516419000175,,"Atividades financeiras, seguros e serviços relacionados","Bancos múltiplos, com carteira comercial",pendente,True,2025-2026 YTD,0,,,,0.95,0.95,1,role_group_definition_page_v1,1181127_regulamento_regulamento_1181127_2026-04-27_2026-04-27.pdf,38.0,data/industry_study/document_text_cache/doc-0079/7081aedc3157d61a.json.gz,"bem como o comprovante da Averbação CEF; LXVI. “Encargos da Classe”: significa os encargos da Classe previstos no item 19.1 do Anexo II; LXVII. “Encargos do Fundo”: significa os encargos do Fundo previstos na Cláusula 9 deste Regulamento; LXVIII. “Endossante”: significa o PICPAY BANK - BANCO MÚLTIPLO S.A., inscrita no CNPJ sob o nº 09.516.419/0001-75; LXIX. “Entidade de Investimento”: significam os fundos de investimento que se enquadrem como entidade de investimento, nos termos da Lei 14.754 e da Resolução CMN 5.1",cnpj_registry,extracao_automatica,,"Atividades financeiras, seguros e serviços relacionados","Bancos múltiplos, com carteira comercial",9516419.0,6422100.0,"Bancos múltiplos, com carteira comercial",K,Sociedade Anônima Fechada,DEMAIS,2.0,2008-04-07,SP,SAO PAULO,BrasilAPI/CNPJ,https://brasilapi.com.br/api/cnpj/v1/09516419000175,2026-07-10T01:34:16+00:00,cnpj_registry,accepted,explicit,named_group_definition,,FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS PICPAY FGTS II DE RESPONSABILIDADE LIMITADA,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,GENIAL GESTÃO LTDA.,BANCO GENIAL S.A.,2026.0,2026YTD,0.0,0.0,0.0,0.0,1250000000.0,0.0,0.0,1250000000.0,,1,2026-05-20,2026-05,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,GENIAL GESTÃO LTDA.,BANCO GENIAL S.A.,Financeiro,1394560395.63,1385571747.87,26.0,09516419000175,PICPAY BANK - BANCO MULTIPLO S.A.,PICPAY BANK - BANCO MULTIPLO S.A.,09516419000175,1394560395.63,1250000000.0,0.95,697280197.815,625000000.0
1f1dd4c2597d1b84,65788078000168,NXFS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,cedente_originador,cedente/originador,BMP SOCIEDADE DE CREDITO DIRETO S.A,BMP,34337707000100,,"Atividades financeiras, seguros e serviços relacionados",Outras atividades de serviços financeiros não especificadas anteriormente,pendente,True,2025-2026 YTD,0,,,,0.95,0.95,1,role_group_definition_page_v1,1154676_regulamento_regulamento_1154676_2026-04-06_2026-04-06.pdf,94.0,data/industry_study/document_text_cache/doc-0079/e75d5e99c0699ac3.json.gz,", mensurando -se a respectiva provisão sobre o seu fluxo de caixa esperado de acordo com a natureza da transação e as características das suas garantias. L. “Encargos da Classe”: significa os encargos da Classe previstos no item 19.1 deste Anexo; LI. “Endossante”: (i) a BMP Sociedade de Crédito Direto S.A., instituição financeira inscrita no CNPJ sob nº 34.337.707/0001-00, com sede na Av. Paulista, 1294, 6º andar, CEP 01310-100, cidade de São Paulo, estado de São Paulo; (ii ) a QI SOCIEDADE DE CRÉDITO DIRETO S.A., ",cnpj_registry,extracao_automatica,,"Atividades financeiras, seguros e serviços relacionados",Outras atividades de serviços financeiros não especificadas anteriormente,34337707.0,6499999.0,Outras atividades de serviços financeiros não especificadas anteriormente,K,Sociedade Anônima Fechada,DEMAIS,2.0,2019-07-26,SP,SAO PAULO,BrasilAPI/CNPJ,https://brasilapi.com.br/api/cnpj/v1/34337707000100,2026-07-10T01:33:14+00:00,cnpj_registry,accepted,explicit,named_group_definition,,NXFS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,NEXA FINANCE LTDA.,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2026.0,2026YTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243750000.0,69525637.75,1,2026-05-11,2026-05,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,NEXA FINANCE LTDA.,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,Servicos,69525637.75,61070038.61,16.0,34337707000100,BMP,BMP,34337707000100,69525637.75,243750000.0,0.95,23175212.583333332,81250000.0
f8b0d68f40ea3aa6,65698955000100,TENTEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,cedente_originador,cedente/originador,"HIGHLIGHT COMERCIO DE TECIDOS, IMPORTACAO E EXPORTACAO LTDA",,26482987000111,,Comércio e reparação de veículos,Comércio atacadista de tecidos,pendente,True,2025-2026 YTD,0,,,,0.95,0.95,1,role_group_definition_page_v1,1165366_regulamento_regulamento_1165366_2026-03-13_2026-03-13.pdf,5.0,data/industry_study/document_text_cache/doc-0079/0cba07c0dc37fbbb.json.gz,"útil - “over extragrupo”, expressa na forma de percentual ao ano, base de 252 (duzentos e cinquenta e dois) Dias Úteis, calculada e divulgada diariamente pela B3, no informativ o diário disponível em sua página na Internet (http://www.cetip.com.br); 15. Cedente: Significa a HIGHLIGHT COMÉRCIO DE TECIDOS, IMPORTAÇÃO E EXPORTAÇÃO LTDA, sociedade limitada, com sede na cidade de Itajaí, estado de Santa Catarina , na rua Almirante Tamandare, nº 114, CEP 88.301-430, inscrita no CNPJ/MF sob o nº 26.482.987/0001-11.",cnpj_registry,extracao_automatica,,Comércio e reparação de veículos,Comércio atacadista de tecidos,26482987.0,4641901.0,Comércio atacadista de tecidos,G,Sociedade Empresária Limitada,DEMAIS,2.0,2016-11-09,SC,ITAJAI,BrasilAPI/CNPJ,https://brasilapi.com.br/api/cnpj/v1/26482987000111,2026-07-10T01:34:33+00:00,cnpj_registry,accepted,explicit,named_group_definition,,TENTEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,2026.0,2026YTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,1986482.96,1,2026-04-10,2026-05,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,Industrial,2008849.57,1418998.52,1.0,26482987000111,"HIGHLIGHT COMERCIO DE TECIDOS, IMPORTACAO E EXPORTACAO LTDA","HIGHLIGHT COMERCIO DE TECIDOS, IMPORTACAO E EXPORTACAO LTDA",26482987000111,2008849.57,3000000.0,0.95,2008849.57,3000000.0
df11846c1704cdde,65220183000104,,cedente_originador,cedente/originador,WEG DRIVES & CONTROLS - AUTOMACAO LTDA,,14309992000148,,Indústrias de transformação,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",pendente,True,2025-2026 YTD,0,,,,0.95,0.95,1,role_group_definition_page_v1,1185617_regulamento_regulamento_1185617_2026-05-07.pdf,95.0,data/industry_study/document_text_cache/doc-0110/b585b3f84cd93c8c.json.gz,"espectivo Apêndice. “Benchmark Sênior” significa a rentabilidade alvo de cada série de Cotas Seniores, estabelecida no respectivo Apêndice. “Carteira” significa a carteira de investimentos da CLASSE, formada por Direitos Creditórios e Ativos Financeiros. “Cedentes” significa (i) a WEG Drives & Controls - Automação Ltda., inscrita no CNPJ sob o nº 14.309.992/0001-48; e (ii) WEG Equipamentos Elétricos S/A, inscrita no CNPJ sob o nº 07.175.725/0001-60. “CLASSE” significa a classe única de Cotas fechada do FUNDO, obser",cnpj_registry,extracao_automatica,,Indústrias de transformação,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",14309992.0,2710402.0,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",C,Sociedade Empresária Limitada,DEMAIS,2.0,2011-09-14,SC,JARAGUA DO SUL,BrasilAPI/CNPJ,https://brasilapi.com.br/api/cnpj/v1/14309992000148,2026-07-10T04:39:27+00:00,cnpj_registry,accepted,explicit,named_group_definition,,,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA.,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2026.0,2026YTD,0.0,0.0,0.0,0.0,99000000.0,0.0,0.0,99000000.0,,0,,2026-05,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA.,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,Setor publico,99995296.19,192276.16,3.0,14309992000148,WEG DRIVES & CONTROLS - AUTOMACAO LTDA,WEG DRIVES & CONTROLS - AUTOMACAO LTDA,14309992000148,99995296.19,99000000.0,0.95,49997648.095,49500000.0
756b783cc0fb9ce5,64656289000184,ARV MAISTODOS FIDC RESPONSABILIDADE LIMITADA,cedente_originador,cedente/originador,MAIS TODOS S.A,,28101795000143,,,,pendente,True,2025-2026 YTD,0,,,,0.95,0.95,1,role_group_definition_page_v1,1199323_regulamento_regulamento_1199323_2026-05-12_2026-05-12.pdf,44.0,data/industry_study/document_text_cache/doc-0015/e615a7b6ff47fc95.json.gz,"itório Adquirido e que não se caracterize como um Chargeback. “Classe” ou “Classe Única” Significa, quando utilizado neste Anexo Descritivo, a presente ARV MAISTODOS CLASSE DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA. “Cedente” Significa a MAIS TODOS S.A. , sociedade anônima de capital fechado, com sede no Município de Ribeirão Preto, Estado de São Paulo, na Avenida Presidente Vargas, nº 1.265, sala 1.101, Jardim São Luiz, CEP 14.020-273, inscrita no CNPJ sob o nº 28.101.795/0001-43. “Charg",extracao_automatica,extracao_automatica,,,,,,,,,,,,,,,,,,accepted,explicit,named_group_definition,,ARV MAISTODOS FIDC RESPONSABILIDADE LIMITADA,BANCO DAYCOVAL S.A.,DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA,BANCO DAYCOVAL S.A.,2026.0,2026YTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29992000.0,,1,2026-05-12,,,,,,,,,28101795000143,MAIS TODOS S.A,MAIS TODOS S.A,28101795000143,0.0,29992000.0,0.95,0.0,14996000.0
6197ebe8523dfcc1,64191668000146,CONCORDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,cedente_originador,cedente/originador,PEAK SOCIEDADE DE EMPRESTIMO ENTRE PESSOAS S.A.,,44019481000152,,"Atividades financeiras, seguros e serviços relacionados",Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,pendente,True,2025-2026 YTD,0,,,,0.95,0.95,1,role_cnpj_page_context_v2,1094866_regulamento_regulamento_1094866_2026-01-27_2026-01-27.pdf,4.0,data/industry_study/document_text_cache/doc-0077/88955f48da8646ff.json.gz,"1212 – Pinheiros – CEP 05410-002 – São Paulo/SP Canal de Ouvidoria: Tel. 0800 466 0200 | E -mail: ouvidoria.bra@apexgroup.com Canal de Denúncias: canaldenuncias.bra@apexgroup.com Fale Conosco: faleconosco.bra@apexgroup.com PARTE GERAL DO REGULAMENTO 18. Cedente: Será a PEAK SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A., inscrita no CNPJ 44.019.481/0001-52, com sede na Rua Cubatão, 86 – Vila Mariana, São Paulo – SP, 04.013-000. 19. Classe: a classe de Cotas emitida pelo Fundo, cujas características estarão descritas no",cnpj_registry,extracao_automatica,,"Atividades financeiras, seguros e serviços relacionados",Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,44019481.0,6619399.0,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,K,Sociedade Anônima Fechada,DEMAIS,2.0,2021-10-26,SP,SAO PAULO,BrasilAPI/CNPJ,https://brasilapi.com.br/api/cnpj/v1/44019481000152,2026-07-10T01:35:10+00:00,cnpj_registry,accepted,strong,role_definition_before_cnpj,,CONCORDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,MENESTYS GESTORA DE RECURSOS LTDA,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,2026.0,2026YTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000000.0,8879002.7,1,2026-01-29,2026-05,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,MENESTYS GESTORA DE RECURSOS LTDA,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,Financeiro,9044890.95,8930317.97,5.0,44019481000152,PEAK SOCIEDADE DE EMPRESTIMO ENTRE PESSOAS S.A.,PEAK SOCIEDADE DE EMPRESTIMO ENTRE PESSOAS S.A.,44019481000152,9044890.95,40000000.0,0.95,9044890.95,40000000.0
e43d1b74aba5a673,66193864000185,,cedente_originador,cedente/originador,TEXTIL BRASIL IMPORTACAO E EXPORTACAO DE ARTIGOS DO VESTUARIO LTDA,TEXTIL BRASIL,06091541000230,,Comércio e reparação de veículos,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",pendente,True,histórico,0,,,,0.95,0.95,1,role_cnpj_page_context_v2,1199035_regulamento_regulamento_1199035_2026-04-08.pdf,10.0,data/industry_study/document_text_cache/doc-0112/9f32ee1e0de08979.json.gz,"tenham relação preponderantemente mas não limitadamente a operações com a SEA SURF IMPORTAÇÃO E EXPORTAÇÃO LTDA., inscrita no CNPJ sob o nº 27.700.259/0001-00, TEXTIL BRASIL IMPORTAÇÃO E EXPORTAÇÃO DE ARTIGOS DO VESTUARIO LTDA., inscrita no CNPJ sob o nº 06.091.541/0002-30, e SEA BRAZIL IMPORTA ÇÃO E EXPORTA ÇÃO LTDA., inscrita no CNPJ sob o nº 09.388.688/0002-84 que atua rão como cedentes para a Classe (“Cedente(s)”). 3.7. A política de originação e de concessão de crédito tem como objetivo assegurar a uniformidad",cnpj_registry,extracao_automatica,,Comércio e reparação de veículos,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",6091541.0,4642701.0,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",G,Sociedade Empresária Limitada,DEMAIS,2.0,2013-01-28,SC,ITAJAI,BrasilAPI/CNPJ,https://brasilapi.com.br/api/cnpj/v1/06091541000230,2026-07-10T04:50:54+00:00,cnpj_registry,accepted,explicit,role_after_cnpj_qualifier,,,OLIVEIRA TRUST DTVM S.A.,AWR GESTÃO DE RECURSOS LTDA.,OLIVEIRA TRUST DTVM S.A.,,,,,,,,0.0,0.0,0.0,,0,,2026-05,OLIVEIRA TRUST DTVM S.A.,AWR GESTÃO DE RECURSOS LTDA.,OLIVEIRA TRUST DTVM S.A.,Financeiro,3808327.44,3665398.22,1.0,06091541000230,TEXTIL BRASIL,TEXTIL BRASIL,06091541000230,3808327.44,0.0,0.95,1904163.72,0.0
