fundo,CNPJ,Data regulamento,Critério,Evento,Comparação,Limite,Monitorável IME,Métrica IME,Fonte
CARTÃO DE COMPRA SUPPLIER,08.692.888/0001-82,05/11/2024,Alocação mínima em direitos creditórios,enquadramento,>=,67%,monitoravel,Dir Cred / PL,772020_regulamento_regulamento_772020_2024-11-05.pdf
CARTÃO DE COMPRA SUPPLIER,08.692.888/0001-82,05/11/2024,Alocação mínima em direitos creditórios,enquadramento,>=,15%,monitoravel,Dir Cred / PL,772020_regulamento_regulamento_772020_2024-11-05.pdf
CARTÃO DE COMPRA SUPPLIER,08.692.888/0001-82,05/11/2024,Alocação mínima em direitos creditórios,enquadramento,>=,15%,monitoravel,Dir Cred / PL,772010_regulamento_regulamento_772010_2024-11-05.pdf
CARTÃO DE COMPRA SUPPLIER,08.692.888/0001-82,05/11/2024,Alocação mínima em direitos creditórios,enquadramento,>=,67%,monitoravel,Dir Cred / PL,772010_regulamento_regulamento_772010_2024-11-05.pdf
CARTÃO DE COMPRA SUPPLIER,08.692.888/0001-82,05/11/2024,Reserva ou caixa mínimo,enquadramento,>=,"95,5%",parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,772020_regulamento_regulamento_772020_2024-11-05.pdf
CARTÃO DE COMPRA SUPPLIER,08.692.888/0001-82,05/11/2024,Reserva ou caixa mínimo,enquadramento,>=,"0,55%",parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,772020_regulamento_regulamento_772020_2024-11-05.pdf
CARTÃO DE COMPRA SUPPLIER,08.692.888/0001-82,05/11/2024,Reserva ou caixa mínimo,enquadramento,>=,"0,55%",parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,772010_regulamento_regulamento_772010_2024-11-05.pdf
CARTÃO DE COMPRA SUPPLIER,08.692.888/0001-82,05/11/2024,Reserva ou caixa mínimo,enquadramento,>=,"95,5%",parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,772010_regulamento_regulamento_772010_2024-11-05.pdf
CARTÃO DE COMPRA SUPPLIER,08.692.888/0001-82,05/11/2024,Reserva ou caixa mínimo,Reserva ou caixa mínimo,—,"95,5%",parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,772010_regulamento_regulamento_772010_2024-11-05.pdf · ID 772010 · 05/11/2024
CARTÃO DE COMPRA SUPPLIER,08.692.888/0001-82,05/11/2024,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,772010_regulamento_regulamento_772010_2024-11-05.pdf
CARTÃO DE COMPRA SUPPLIER,08.692.888/0001-82,05/11/2024,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,772020_regulamento_regulamento_772020_2024-11-05.pdf
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,19/11/2025,Alocação mínima em direitos creditórios,Alocação mínima em direitos creditórios,—,Dir Cred / PL >= 50%,monitoravel com ressalva,Dir Cred / PL,1061833_regulamento_regulamento_1061833_2025-11-19.pdf · p.125 · ID 1061833
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,19/11/2025,Índice de Atraso Over 30,Índice de Atraso Over 30,—,Over 30 > 12%,monitoravel com ressalva,Vencidos Over 30 d / Crédito,1061833_regulamento_regulamento_1061833_2025-11-19.pdf · p.106 e p.141 · ID 1061833
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,19/11/2025,Índice de Atraso Over 60,Índice de Atraso Over 60,—,Over 60 > 10%,monitoravel com ressalva,Vencidos Over 60 d / Crédito,1061833_regulamento_regulamento_1061833_2025-11-19.pdf · p.106 e p.141 · ID 1061833
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,19/11/2025,Índice de Atraso Over 90,Índice de Atraso Over 90,—,"Over 90 > 8,5%",monitoravel com ressalva,Vencidos Over 90 d / Crédito,1061833_regulamento_regulamento_1061833_2025-11-19.pdf · p.107 e p.142 · ID 1061833
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,19/11/2025,Índice de Atraso Over 180,Índice de Atraso Over 180,—,Over 180 > 6%,monitoravel com ressalva,Vencidos Over 180 d / Crédito,1061833_regulamento_regulamento_1061833_2025-11-19.pdf · p.107 e p.142 · ID 1061833
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,19/11/2025,Índice de Cobertura na integralização,Índice de Cobertura na integralização,—,Índice de Cobertura >= 100%,parcial,Sem proxy completo no IME; exige fator de ponderação e valor presente,1061833_regulamento_regulamento_1061833_2025-11-19.pdf · p.71 · ID 1061833
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,19/11/2025,Derivativos permitidos,Derivativos permitidos,—,Derivativos de juros e inflação para hedge até 1x PL,parcial,Posições mantidas em derivativos,1061833_regulamento_regulamento_1061833_2025-11-19.pdf · p.62 · ID 1061833
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,19/11/2025,Relação Mínima Total de Cotas Subordinadas,Relação Mínima Total de Cotas Subordinadas,—,Cotas Subordinadas / PL >= 22%; sobe para 27% se Over 60 >= 6%,monitoravel com ressalva,Cotas Sub / PL % e Vencidos Over 60 d / Crédito,1061833_regulamento_regulamento_1061833_2025-11-19.pdf · p.151 · ID 1061833
PRAVALER CRÉDITO UNIVERSITÁRIO II,26.749.095/0001-34,19/11/2025,Relação Mínima Cotas Subordinadas Junior,Relação Mínima Cotas Subordinadas Junior,—,Cotas Subordinadas Junior / PL >= 10%; sobe para 15% se Over 60 >= 6%,parcial,Cotas Sub / PL %; exige segregação junior/mezanino,1061833_regulamento_regulamento_1061833_2025-11-19.pdf · p.152 · ID 1061833
PAGSEGURO I,28.169.275/0001-72,25/03/2026,Limite de concentração,elegibilidade,<=,12%,nao_monitoravel,—,1149521_regulamento_regulamento_1149521_2026-03-25.pdf
PAGSEGURO I,28.169.275/0001-72,25/03/2026,Limite de concentração,elegibilidade,<=,20%,nao_monitoravel,—,1149521_regulamento_regulamento_1149521_2026-03-25.pdf
PAGSEGURO I,28.169.275/0001-72,25/03/2026,Alocação mínima em direitos creditórios,enquadramento,>=,50%,monitoravel,Dir Cred / PL,1149521_regulamento_regulamento_1149521_2026-03-25.pdf
PAGSEGURO I,28.169.275/0001-72,25/03/2026,Hedges/derivativos permitidos,enquadramento,texto,20%,parcial,Posições mantidas em derivativos,1149521_regulamento_regulamento_1149521_2026-03-25.pdf
PAGSEGURO I,28.169.275/0001-72,25/03/2026,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,1149521_regulamento_regulamento_1149521_2026-03-25.pdf
PAGSEGURO I,28.169.275/0001-72,25/03/2026,Hedges/derivativos permitidos,Hedges/derivativos permitidos,—,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,1149521_regulamento_regulamento_1149521_2026-03-25.pdf · ID 1149521 · 25/03/2026
PAGSEGURO I,28.169.275/0001-72,25/03/2026,Subordinação mínima,enquadramento,>=,50%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1149521_regulamento_regulamento_1149521_2026-03-25.pdf
PAGSEGURO I,28.169.275/0001-72,25/03/2026,Subordinação mínima,Subordinação mínima,—,50%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1149521_regulamento_regulamento_1149521_2026-03-25.pdf · ID 1149521 · 25/03/2026
BV - CRÉDITO DE VEÍCULOS,35.868.110/0001-54,27/11/2024,Limite de concentração,elegibilidade,<=,10%,nao_monitoravel,—,792021_regulamento_regulamento_792021_2024-11-27.pdf
BV - CRÉDITO DE VEÍCULOS,35.868.110/0001-54,27/11/2024,Alocação mínima em direitos creditórios,enquadramento,>=,50%,monitoravel,Dir Cred / PL,792021_regulamento_regulamento_792021_2024-11-27.pdf
BV - CRÉDITO DE VEÍCULOS,35.868.110/0001-54,27/11/2024,Alocação mínima em direitos creditórios,enquadramento,>=,15%,monitoravel,Dir Cred / PL,792021_regulamento_regulamento_792021_2024-11-27.pdf
BV - CRÉDITO DE VEÍCULOS,35.868.110/0001-54,27/11/2024,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,792021_regulamento_regulamento_792021_2024-11-27.pdf
CLOUDWALK KICK ASS I,42.085.816/0001-05,05/09/2024,Limite de concentração,elegibilidade,<=,20%,nao_monitoravel,—,733165_regulamento_regulamento_733165_2024-09-05.pdf
CLOUDWALK KICK ASS I,42.085.816/0001-05,05/09/2024,Alocação mínima em direitos creditórios,enquadramento,>=,50%,monitoravel,Dir Cred / PL,733165_regulamento_regulamento_733165_2024-09-05.pdf
CLOUDWALK KICK ASS I,42.085.816/0001-05,05/09/2024,Alocação mínima em direitos creditórios,enquadramento,>=,3%,monitoravel,Dir Cred / PL,733165_regulamento_regulamento_733165_2024-09-05.pdf
CLOUDWALK KICK ASS I,42.085.816/0001-05,05/09/2024,Atraso/Inadimplência - evento de avaliação,avaliação,>=,3%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,733165_regulamento_regulamento_733165_2024-09-05.pdf
CLOUDWALK KICK ASS I,42.085.816/0001-05,05/09/2024,Atraso/Inadimplência - evento de avaliação,Atraso/Inadimplência - evento de avaliação,—,3%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,733165_regulamento_regulamento_733165_2024-09-05.pdf · ID 733165 · 05/09/2024
CLOUDWALK KICK ASS I,42.085.816/0001-05,05/09/2024,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,733165_regulamento_regulamento_733165_2024-09-05.pdf
CLOUDWALK KICK ASS I,42.085.816/0001-05,05/09/2024,Hedges/derivativos permitidos,Hedges/derivativos permitidos,—,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,733165_regulamento_regulamento_733165_2024-09-05.pdf · ID 733165 · 05/09/2024
CLOUDWALK AKIRA I,42.085.830/0001-09,24/07/2025,Limite de concentração,elegibilidade,<=,20%,nao_monitoravel,—,966441_regulamento_regulamento_966441_2025-07-24.pdf
CLOUDWALK AKIRA I,42.085.830/0001-09,24/07/2025,Alocação mínima em direitos creditórios,enquadramento,>=,50%,monitoravel,Dir Cred / PL,966441_regulamento_regulamento_966441_2025-07-24.pdf
