veiculo_id,ate_15d,16_30d,31_60d,61_90d,91_120d,121_150d,151_180d,acima_180d,base_de_incidencia,efeito_vagao,tratamento_do_dia_181,pdd_adicional_discricionaria,pdd_observada_pct_carteira,saldo_90d_pct_carteira,razao_pdd_sobre_90d,data_base,fonte_id,status,nota_metodo
FIDC_I,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,0.06114499229636013,0.01159370011606752,5.273984291832793,2026-07-31,DOC_FIDC_I_REG_202411 | CVM_FIDC_202607_I_V,Documentado,"Informe Mensal agrega até 30 dias; a divisão 0–15/16–30 vem apenas do regulamento. Razão acima de 100% é indício analítico, mas efeito_vagao fica n/d sem regra contratual localizada."
FIDC_II,0.0,0.02,0.06,0.2,1.0,1.0,1.0,1.0,saldo integral da CCB,sim,100%; baixa após 365d ou impossibilidade,n/d,0.0,0.02058339743730081,0.0,2026-07-31,DOC_FIDC_II_REG_202412 | CVM_FIDC_202607_I_V,Documentado,"Informe Mensal agrega até 30 dias; a divisão 0–15/16–30 vem apenas do regulamento. Razão acima de 100% é indício analítico, mas efeito_vagao fica n/d sem regra contratual localizada."
FIDC_III,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,0.0534777960720133,0.011393417513301045,4.693744963667099,2026-07-31,DOC_FIDC_III_REG_202512 | CVM_FIDC_202607_I_V,Documentado,"Informe Mensal agrega até 30 dias; a divisão 0–15/16–30 vem apenas do regulamento. Razão acima de 100% é indício analítico, mas efeito_vagao fica n/d sem regra contratual localizada."
FIDC_IV,0.005,0.01,0.03,0.1,0.3,0.5,0.7,1.0,saldo integral da CCB,sim,100%; baixa após 365d ou impossibilidade,n/d,0.6405729188597895,0.11653214211693345,5.4969633890108245,2026-07-31,DOC_FIDC_IV_REG_202510 | CVM_FIDC_202607_I_V,Documentado,"Informe Mensal agrega até 30 dias; a divisão 0–15/16–30 vem apenas do regulamento. Razão acima de 100% é indício analítico, mas efeito_vagao fica n/d sem regra contratual localizada."
FIDC_V,0.005,0.01,0.03,0.1,0.3,0.5,0.7,1.0,saldo integral da CCB,sim,100%; baixa após 365d ou impossibilidade,n/d,0.08836908437856597,0.01618226393866817,5.460860403308866,2026-07-31,DOC_FIDC_V_REG_202411 | CVM_FIDC_202607_I_V,Documentado,"Informe Mensal agrega até 30 dias; a divisão 0–15/16–30 vem apenas do regulamento. Razão acima de 100% é indício analítico, mas efeito_vagao fica n/d sem regra contratual localizada."
FIDC_VI,0.0,0.015,0.05,0.1,0.37,0.58,0.78,1.0,saldo integral da CCB,sim,100%; baixa após 365d ou impossibilidade,n/d,0.33747888240172597,0.05805323973429176,5.813265270747308,2026-07-31,DOC_FIDC_VI_REG_202605 | CVM_FIDC_202607_I_V,Documentado,"Informe Mensal agrega até 30 dias; a divisão 0–15/16–30 vem apenas do regulamento. Razão acima de 100% é indício analítico, mas efeito_vagao fica n/d sem regra contratual localizada."
FIDC_VII,0.0,0.015,0.05,0.1,0.37,0.58,0.78,1.0,saldo integral da CCB,sim,100%; baixa após 365d ou impossibilidade,n/d,0.001677024538110929,4.503318208706495e-05,37.23975212030657,2026-07-31,DOC_FIDC_VII_REG_202605 | CVM_FIDC_202607_I_V,Documentado,"Informe Mensal agrega até 30 dias; a divisão 0–15/16–30 vem apenas do regulamento. Razão acima de 100% é indício analítico, mas efeito_vagao fica n/d sem regra contratual localizada."
CRI_K1,0.0,0.01,0.03,0.1,0.3,0.5,0.7,1.0,saldo integral da CCB,sim,100%,n/d,0.13959731751544147,0.0,n/d,2026-06-01,ANX_CRI1_PROSP_20240216 | CVM_CRI_2026_ATIVO_CARTEIRA,Documentado,PDD = redução ao valor de recuperação / créditos; >90d soma as faixas publicadas do Informe Mensal.
CRI_K2,0.0,0.01,0.03,0.1,0.3,0.5,0.7,1.0,saldo integral da CCB,sim,100%,n/d,0.09774659582890519,0.0,n/d,2026-05-01,ANX_CRI2_RATING_202406 | CVM_CRI_2026_ATIVO_CARTEIRA,Documentado,PDD = redução ao valor de recuperação / créditos; >90d soma as faixas publicadas do Informe Mensal.
CRI_K3,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,saldo integral da CCB,sim,n/d,n/d,0.033168779300114824,0.0,n/d,2026-05-01,ANX_CRI3_LAM_PREL_20250422 | CVM_CRI_2026_ATIVO_CARTEIRA,Documentado,PDD = redução ao valor de recuperação / créditos; >90d soma as faixas publicadas do Informe Mensal.
CRI_K4,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,saldo integral da CCB,sim,n/d,n/d,0.031162676093696367,0.0,n/d,2026-05-01,ANX_CRI4_INICIO_20250929 | CVM_CRI_2026_ATIVO_CARTEIRA,Documentado,PDD = redução ao valor de recuperação / créditos; >90d soma as faixas publicadas do Informe Mensal.
CRI_V174,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,saldo integral da CCB,sim,n/d,n/d,0.005082467707803489,0.0,n/d,2026-06-01,ANX_CRIV_LAM_PREL_20260417 | CVM_CRI_2026_ATIVO_CARTEIRA,Documentado,PDD = redução ao valor de recuperação / créditos; >90d soma as faixas publicadas do Informe Mensal.
CRI_V177,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,saldo integral da CCB,sim,n/d,n/d,n/d,n/d,n/d,n/d,CVM_FUNDOSNET_VERT177_20260720 | CVM_CRI_2026_ATIVO_CARTEIRA,n/d,PDD = redução ao valor de recuperação / créditos; >90d soma as faixas publicadas do Informe Mensal.
