fundo,CNPJ,Data regulamento,Critério,Evento,Comparação,Limite,Monitorável IME,Métrica IME,Fonte
INVESTCRED,29.226.654/0001-10,29/10/2025,Limite por devedor/coobrigado,Limite por devedor/coobrigado,<=,5% do PL para Direitos Creditórios Elegíveis e Ativos Financeiros de um mesmo devedor ou mesma coobrigação,nao_monitoravel,Sem proxy público no Informe Mensal,1023849_regulamento_regulamento_1023849_2025-10-29.pdf · p.40 · art. 3.6.1 · ID 1023849
INVESTCRED,29.226.654/0001-10,29/10/2025,Alocação mínima em direitos creditórios,Alocação mínima em direitos creditórios,>=,50% do PL em Direitos Creditórios Elegíveis após 180 dias do início das atividades,monitoravel,Dir Cred / PL,1023849_regulamento_regulamento_1023849_2025-10-29.pdf · p.38-39 · art. 3.2 · ID 1023849
INVESTCRED,29.226.654/0001-10,29/10/2025,Índice de Inadimplência Classe 150+,Índice de Inadimplência Classe 150+,>,53% do total da carteira de Direitos Creditórios por mais de 3 meses consecutivos,parcial fraco,Vencidos Over 180 d / Crédito,1023849_regulamento_regulamento_1023849_2025-10-29.pdf · p.72 · art. 12.1(xvii) · ID 1023849
INVESTCRED,29.226.654/0001-10,29/10/2025,NPL 90 como evento de avaliação,NPL 90 como evento de avaliação,>=,"62,5% dos Direitos Creditórios da Classe Única; evento se não reenquadrar no mês subsequente ou se novo desenquadramento ocorrer em até 12 meses",monitoravel com ressalva,Vencidos Over 90 d / Crédito,1023849_regulamento_regulamento_1023849_2025-10-29.pdf · p.71 · art. 12.1(xv) · ID 1023849
INVESTCRED,29.226.654/0001-10,29/10/2025,Critérios de elegibilidade dos direitos creditórios,Critérios de elegibilidade dos direitos creditórios,—,CCBs disponibilizadas por instituições conveniadas; não vencidas/inadimplentes na aquisição; prazo máximo de 36 meses; moeda nacional; registro contábil possível; operações de financiamento de faturas/carnês Credsystem em atraso ou parcelados,nao_monitoravel,Sem proxy público no Informe Mensal,1023849_regulamento_regulamento_1023849_2025-10-29.pdf · p.40-42 · arts. 4.1-4.3 · ID 1023849
INVESTCRED,29.226.654/0001-10,29/10/2025,Reserva de caixa mínima,Reserva de caixa mínima,>=,1 mês de despesas ordinárias da Classe Única,parcial fraco,Caixa / PL,1023849_regulamento_regulamento_1023849_2025-10-29.pdf · p.66 · art. 10.1.4 · ID 1023849
INVESTCRED,29.226.654/0001-10,29/10/2025,Metodologia de PDD por faixa de atraso,Metodologia de PDD por faixa de atraso,—,"Tabela PDD: 1-14d 1,90%; 15-30d 8,00%; 31-60d 20,00%; 61-90d 50,00%; 91-120d 80,00%; 120-360d 100%; >360d 100%",parcial,PDD / Crédito; PDD / Venc Total,1023849_regulamento_regulamento_1023849_2025-10-29.pdf · p.87-88 · Anexos IV e V · ID 1023849
INVESTCRED,29.226.654/0001-10,29/10/2025,Proibição de derivativos,Proibição de derivativos,—,Não pode realizar operações em mercados de derivativos,direto com ressalva,Derivativos agregados no Informe Mensal,1023849_regulamento_regulamento_1023849_2025-10-29.pdf · p.39 · art. 3.4 · ID 1023849
INVESTCRED,29.226.654/0001-10,29/10/2025,Eventos de prestadores-chave,Eventos de prestadores-chave,—,Renúncia/substituição de administradora ou gestora exige assembleia/substituição conforme regulamento,nao_monitoravel,Evento documental,1023849_regulamento_regulamento_1023849_2025-10-29.pdf · p.22-24 · arts. 10.1-10.5 · ID 1023849
INVESTCRED,29.226.654/0001-10,28/10/2025,Índice de Cobertura Sênior e Razão de Garantia,Índice de Cobertura Sênior e Razão de Garantia,—,"Índice de Cobertura Sênior >= 2,07x e Razão de Garantia >= 307% conforme suplemento",parcial,Cotas subordinadas / cotas seniores,1023848_assembleia_assembleia_1023848_2025-10-28.pdf · p.7-10; 1023849_regulamento_regulamento_1023849_2025-10-29.pdf · p.88 · IDs 1023848/1023849
